UniProt	Protein	Gene	Description	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	13007817.0	0.0	0.0	38743460.0	16618716.0	54467364.0	0.0	0.0	0.0	19965164.0	12669199.0	0.0	0.0	24828718.0	0.0	0.0	26953104.0	20574696.0	0.0	47221936.0	21761162.0	23274802.0	0.0	29145474.0	22883286.0	14522158.0	41684212.0	36818900.0	0.0	24019544.0
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	99121208.0	70111336.0	88979816.0	131610176.0	80636848.0	98918040.0	100606784.0	104002096.0	111625488.0	136164800.0	90641144.0	139955936.0	115006568.0	93445648.0	118570920.0	129825808.0	83119624.0	144842368.0	101107216.0	187431216.0	137653408.0	141753504.0	148039600.0	176541840.0	166410000.0	146454592.0	150264912.0	127014416.0	173832224.0	134198040.0
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	0.0	0.0	8580120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6382323.5	0.0	0.0	0.0	0.0
O00507	USP9Y_HUMAN	USP9Y	Ubiquitin carboxyl-terminal hydrolase 9Y	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	27643846.0	66501180.0	68585608.0	90395208.0	65946600.0	71712712.0	80635280.0	79878424.0	92375544.0	71664304.0	111060384.0	74388880.0	100255664.0	108972888.0	101140888.0	121970632.0	89806056.0	95571200.0	105641488.0	110281944.0	89226384.0	88550728.0	94610208.0	102159376.0	80592424.0	76224600.0	90943760.0	78561928.0	90446064.0	83593360.0
O00541	PESC_HUMAN	PES1	Pescadillo homolog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15511753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33772700.0	0.0	0.0	0.0	28223040.0	0.0	0.0	0.0	0.0
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	89987232.0	55375864.0	67182736.0	52110880.0	43176156.0	79145192.0	59562892.0	62871428.0	62591392.0	82440848.0	52413224.0	62255248.0	75562264.0	57027260.0	55839064.0	59346736.0	65484960.0	59060968.0	77643976.0	72300328.0	56190236.0	83470576.0	77483584.0	86225784.0	58456248.0	74657176.0	57693900.0	54022956.0	69187288.0	81900024.0
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	315988256.0	365846944.0	371139360.0	422000704.0	302891104.0	481925824.0	331489984.0	304756512.0	362658272.0	459535520.0	329811648.0	354300864.0	329259360.0	301680128.0	280376672.0	322200384.0	354100864.0	291231744.0	442356896.0	363718368.0	296628992.0	355930048.0	409989088.0	311194560.0	448427552.0	394225376.0	413896864.0	366259904.0	303649888.0	428384736.0
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	0.0	0.0	0.0	19091320.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77145928.0	0.0	0.0	0.0	0.0	0.0
O00622	CCN1_HUMAN	CCN1	CCN family member 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00625	PIR_HUMAN	PIR	Pirin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	39326004.0	0.0	18062492.0	76796248.0	28600402.0	34681320.0	36007328.0	48440556.0	26766358.0	41147092.0	0.0	53977032.0	64412116.0	42021156.0	18000392.0	63959604.0	40230336.0	75776560.0	33822432.0	142526544.0	89997264.0	47761352.0	136682256.0	80018640.0	126353840.0	35169380.0	71059472.0	82395688.0	59275952.0	0.0
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	12858099.0	0.0	0.0	62312272.0	0.0	0.0	0.0	48697272.0	0.0	0.0	0.0	55442620.0	0.0	0.0	33225666.0	35825032.0	62668716.0	43585764.0	48199296.0	0.0	28712058.0	69653472.0	51244308.0	0.0	85590768.0	69483536.0	48933980.0	56460460.0	58604220.0	84489312.0
O00746	NDKM_HUMAN	NME4	Nucleoside diphosphate kinase, mitochondrial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00748	EST2_HUMAN	CES2	Cocaine esterase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	0.0	47108088.0	28845420.0	38781288.0	44407860.0	73422696.0	71527832.0	29772672.0	25433146.0	39969656.0	43093428.0	68365240.0	40713392.0	45346412.0	45982664.0	34476968.0	39440576.0	45585520.0	34153924.0	53792608.0	45128156.0	75121464.0	44195680.0	36699832.0	57694600.0	48637264.0	37124420.0	42101148.0	50990488.0	43786000.0
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	0.0	0.0	44332004.0	43778476.0	44166700.0	0.0	58991080.0	0.0	37190004.0	58146680.0	0.0	37854348.0	48053432.0	41769476.0	43843256.0	0.0	48107544.0	47708064.0	42484960.0	46262344.0	62797004.0	0.0	42460564.0	39503608.0	43141780.0	0.0	31808808.0	37543836.0	43561044.0	34857984.0
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	0.0	0.0	0.0	51171156.0	0.0	26011734.0	0.0	0.0	25997172.0	0.0	0.0	16431333.0	25754754.0	0.0	0.0	0.0	0.0	42185984.0	0.0	47211884.0	22019932.0	0.0	45130944.0	0.0	44588544.0	30698444.0	43657608.0	39382892.0	44941636.0	0.0
O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11772844.0	0.0	0.0	0.0	14608558.0
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	0.0	0.0	0.0	18679226.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23715812.0	0.0	19460838.0	0.0	0.0	0.0	16137407.0	0.0	0.0	0.0	26531086.0	28641422.0	0.0	0.0	0.0
O14556	G3PT_HUMAN	GAPDHS	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14558	HSPB6_HUMAN	HSPB6	Heat shock protein beta-6	356490784.0	182587728.0	183616624.0	295168160.0	219283312.0	179630192.0	227422416.0	175591184.0	332722272.0	211405584.0	227446128.0	206508320.0	186538208.0	250135456.0	191074576.0	307009888.0	333266272.0	290237152.0	233558784.0	356321504.0	301480736.0	206317872.0	286226368.0	204075360.0	278354784.0	412911776.0	307778912.0	417936544.0	334349600.0	260441056.0
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	35076476.0	0.0	56207812.0	82995640.0	21919230.0	52303284.0	0.0	0.0	0.0	33213190.0	0.0	0.0	0.0	85985560.0	76559048.0	0.0	32778416.0	46065572.0	0.0	54486556.0	111500744.0	0.0	69975496.0	44665772.0	76279688.0	0.0	84421552.0	0.0	55411044.0	0.0
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	0.0	0.0	0.0	43527980.0	0.0	18224702.0	0.0	0.0	26074526.0	0.0	43392192.0	33396460.0	0.0	41679508.0	50218156.0	26948254.0	22193452.0	0.0	25476840.0	64972796.0	37203288.0	41650528.0	56250652.0	26942688.0	0.0	32919364.0	51035624.0	39831860.0	45856248.0	66664120.0
O14576	DC1I1_HUMAN	DYNC1I1	Cytoplasmic dynein 1 intermediate chain 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	184519712.0	180305120.0	165360992.0	178543952.0	169503232.0	172362640.0	202840976.0	219308624.0	200693248.0	200819840.0	123113032.0	146364528.0	164950944.0	168147648.0	154388848.0	183981680.0	173789312.0	183061632.0	137537008.0	204294544.0	157461264.0	204156384.0	203706880.0	170290736.0	152386224.0	160640896.0	187627568.0	165663328.0	174398416.0	145010144.0
O14602	IF1AY_HUMAN	EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	89438176.0	49343956.0	73147056.0	103835888.0	78348144.0	65506244.0	108957408.0	64260304.0	81141096.0	63685524.0	43245736.0	40708344.0	95129144.0	77843808.0	74690920.0	100804352.0	56924468.0	81204240.0	59586216.0	93088656.0	98254800.0	104039432.0	93566592.0	87070776.0	89387464.0	71033256.0	91766512.0	72033512.0	108944928.0	98032160.0
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16904538.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16905316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16392386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14039878.0	0.0	0.0	0.0
O14662	STX16_HUMAN	STX16	Syntaxin-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	184665856.0	147927792.0	194440048.0	233988256.0	164979392.0	207068944.0	87789928.0	154492176.0	217459712.0	222963712.0	182946480.0	167030016.0	175525072.0	145079232.0	306490592.0	173938240.0	229900736.0	187253824.0	133433368.0	473875936.0	133203232.0	256338656.0	200862624.0	218027488.0	191897440.0	231944512.0	196657264.0	178616208.0	161540944.0	200286912.0
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	51339312.0	75278152.0	33813692.0	72961888.0	123311672.0	66357084.0	68084656.0	73592528.0	80173480.0	78523392.0	74928192.0	43205100.0	66972448.0	62983232.0	69993040.0	57252792.0	68501616.0	79857072.0	75635368.0	50805508.0	91144392.0	60084696.0	76196024.0	70661472.0	88899936.0	67537312.0	71286736.0	64031248.0	76529880.0	69637400.0
O14745	NHRF1_HUMAN	NHERF1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20701552.0	0.0	19324910.0	0.0	0.0	0.0	0.0	17359676.0	0.0	0.0	0.0
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	29144994.0	11102506.0	0.0	0.0	0.0	37491452.0	34148640.0	18406384.0	0.0	0.0	0.0	50835724.0	33952156.0	0.0	0.0	38832704.0	47444448.0	63777188.0	28911598.0	46587148.0	51322708.0	51179576.0	105558816.0	0.0	49880556.0	0.0	0.0	49794504.0	55930260.0	24048396.0
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	49228356.0	40457288.0	0.0	78223736.0	0.0	36565300.0	56527152.0	57593460.0	61044992.0	61253416.0	86232408.0	60623768.0	80270448.0	77859440.0	56131368.0	45343668.0	48861792.0	70096920.0	32780870.0	68149544.0	78850560.0	96321520.0	55057856.0	87607568.0	86599760.0	71674336.0	63747608.0	59050076.0	0.0	66989200.0
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	481948576.0	466066656.0	694663740.0	676111040.0	497733216.0	555682880.0	622876990.0	615614340.0	637219780.0	884204930.0	791855740.0	592253180.0	732500030.0	741422400.0	889518910.0	641197890.0	774504770.0	632911740.0	752684670.0	809579710.0	575111300.0	758839230.0	657660800.0	616460610.0	708999550.0	673587140.0	640736380.0	717361920.0	802166210.0	737517630.0
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14894	T4S5_HUMAN	TM4SF5	Transmembrane 4 L6 family member 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	226965536.0	191033760.0	197185712.0	164916080.0	217435104.0	198454096.0	215538208.0	229304464.0	173521408.0	218123744.0	241431552.0	219976368.0	186894048.0	184111648.0	242915984.0	198011440.0	163344880.0	203390064.0	161632624.0	212685408.0	196927136.0	208978544.0	180550128.0	260160368.0	158226992.0	201265760.0	168225472.0	210497680.0	228623712.0	181448240.0
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65946508.0	68836584.0	59366352.0	0.0	0.0	101380608.0	0.0	0.0	0.0	0.0	50787572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	0.0	0.0	0.0	0.0	0.0	172753104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37763952.0	0.0	0.0	0.0	0.0	0.0	0.0	39719056.0	0.0	119619968.0	0.0
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	0.0	20484784.0	21923538.0	76272264.0	0.0	18001488.0	0.0	0.0	32904366.0	41636244.0	0.0	0.0	56142524.0	58748160.0	0.0	38267000.0	0.0	29217538.0	26290872.0	0.0	0.0	36856836.0	0.0	46261464.0	59079000.0	32198092.0	49073888.0	45026316.0	35886256.0	0.0
O14933	UB2L6_HUMAN	UBE2L6	Ubiquitin/ISG15-conjugating enzyme E2 L6	44790684.0	0.0	0.0	0.0	0.0	0.0	0.0	33152604.0	45237960.0	55652460.0	42083940.0	0.0	0.0	37638472.0	35201380.0	43305688.0	0.0	0.0	0.0	0.0	0.0	0.0	32386388.0	29522424.0	37794508.0	51893072.0	0.0	46454076.0	0.0	0.0
O14950	ML12B_HUMAN	MYL12B	Myosin regulatory light chain 12B	2276491520.0	2192695040.0	2047144830.0	2123431940.0	2127245570.0	2135360130.0	2245151740.0	2016464380.0	1839458180.0	2116371970.0	2056748540.0	2194572030.0	2156475900.0	2242760960.0	2297003780.0	1982724740.0	1958138500.0	1845302660.0	1822999680.0	2143564540.0	2328411140.0	2048590460.0	2115687170.0	1997468030.0	2119833600.0	2028312830.0	1981163780.0	2163129090.0	2227940610.0	2044530300.0
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	132450328.0	72278816.0	107107808.0	144517840.0	81792488.0	81128656.0	128773416.0	93511800.0	136302704.0	101648360.0	73633928.0	116844648.0	108991264.0	133017360.0	96731704.0	121040608.0	94011536.0	97824176.0	77400840.0	84083344.0	0.0	102450752.0	121979016.0	108285904.0	103173592.0	79360280.0	127274712.0	141383104.0	90591576.0	107017696.0
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	129182144.0	116205160.0	106203408.0	139504064.0	117578408.0	123524416.0	115315688.0	122030872.0	97760352.0	101628464.0	118519656.0	117073232.0	103426632.0	131050920.0	100079888.0	124213104.0	102637376.0	125030656.0	113488112.0	104000664.0	132052560.0	113462304.0	128290520.0	123339656.0	130190328.0	124812032.0	118374080.0	114567320.0	107470624.0	110285456.0
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6689701.5	0.0	9025978.0	0.0	11690044.0	0.0	7728411.0	17902692.0	5478707.5	26875316.0	0.0	15183668.0	11154982.0	0.0	10333588.0
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	727257020.0	590345540.0	674196220.0	553304580.0	663228100.0	722035330.0	821964160.0	702592260.0	680797440.0	655406460.0	567831740.0	595602750.0	754465020.0	675463490.0	640677760.0	751864830.0	733943040.0	835404800.0	584424830.0	672250110.0	573948670.0	723444480.0	582111740.0	777386370.0	522815776.0	630928060.0	587219650.0	680815620.0	593962430.0	686148100.0
O14980	XPO1_HUMAN	XPO1	Exportin-1	107224496.0	146417648.0	196429856.0	177056304.0	129846128.0	165728880.0	124752072.0	170210208.0	183043328.0	132473704.0	217840384.0	134754288.0	189708160.0	195561536.0	164654256.0	169373696.0	153375968.0	183668400.0	177662032.0	169294208.0	188324560.0	203845488.0	209902992.0	196083680.0	216567760.0	163287648.0	192388864.0	218085648.0	209726816.0	227225296.0
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	314247872.0	103509504.0	66810224.0	0.0	62808368.0	60071204.0	69349400.0	49767384.0	77167160.0	246862912.0	49215688.0	61414156.0	63038544.0	52471576.0	77660504.0	45150220.0	47613980.0	41215340.0	61676004.0	49679092.0	63740888.0	45198248.0	0.0	158699936.0	40241344.0	0.0	60195364.0	0.0	37098164.0	58506568.0
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	21027676.0	21879638.0	29188850.0	21547052.0	0.0	59714320.0	20537938.0	25263568.0	19745844.0	18177150.0	23398898.0	41962560.0	25874228.0	0.0	30950022.0	20766512.0	20144950.0	18612020.0	26458948.0	0.0	23324202.0	21448628.0	20174740.0	29692558.0	34914480.0	21203456.0	31522204.0	0.0	20826190.0	31480576.0
O15049	N4BP3_HUMAN	N4BP3	NEDD4-binding protein 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
